Point_ID,tratamiento,Year,Date,Red,NIR,NDVI,SAVI
493,control 2,2002,2002-07-24,0.365,0.375,0.014,0.013
493,control 2,2002,2002-07-25,0.334,0.343,0.014,0.012
493,control 2,2002,2002-07-26,0.413,0.408,-0.006,-0.006
493,control 2,2002,2002-07-27,0.318,0.314,-0.006,-0.005
493,control 2,2002,2002-07-28,,,,
493,control 2,2002,2002-07-29,0.408,0.418,0.013,0.012
493,control 2,2002,2002-07-30,0.329,0.331,0.003,0.003
493,control 2,2002,2002-07-31,0.348,0.347,-0.002,-0.002
493,control 2,2002,2002-08-01,0.323,0.339,0.024,0.021
493,control 2,2002,2002-08-02,0.328,0.348,0.029,0.025
493,control 2,2002,2002-08-03,0.218,0.282,0.128,0.096
493,control 2,2002,2002-08-04,0.347,0.388,0.055,0.049
493,control 2,2002,2002-08-05,0.231,0.269,0.077,0.057
493,control 2,2002,2002-08-06,0.196,0.253,0.126,0.09
493,control 2,2002,2002-08-07,0.253,0.317,0.112,0.09
493,control 2,2002,2002-08-08,0.184,0.227,0.104,0.07
493,control 2,2002,2002-08-09,0.243,0.297,0.099,0.077
493,control 2,2002,2002-08-10,0.203,0.238,0.079,0.055
493,control 2,2002,2002-08-11,0.28,0.342,0.101,0.084
493,control 2,2002,2002-08-12,0.2,0.244,0.099,0.07
493,control 2,2002,2002-08-13,,,,
493,control 2,2002,2002-08-14,0.205,0.247,0.092,0.066
493,control 2,2002,2002-08-15,0.18,0.226,0.114,0.076
493,control 2,2002,2002-08-16,0.247,0.284,0.069,0.054
493,control 2,2002,2002-08-17,0.186,0.224,0.093,0.063
493,control 2,2002,2002-08-18,0.28,0.351,0.112,0.094
493,control 2,2002,2002-08-19,0.185,0.239,0.127,0.087
493,control 2,2002,2002-08-20,0.274,0.336,0.102,0.084
493,control 2,2002,2002-08-21,0.209,0.272,0.13,0.096
493,control 2,2002,2002-08-22,0.687,0.681,-0.004,-0.004
493,control 2,2002,2002-08-23,0.216,0.273,0.115,0.086
493,control 2,2002,2002-08-24,0.177,0.223,0.117,0.078
493,control 2,2002,2002-08-25,0.267,0.301,0.061,0.048
493,control 2,2002,2002-08-26,0.186,0.238,0.122,0.084
493,control 2,2002,2002-08-27,0.261,0.326,0.111,0.09
493,control 2,2002,2002-08-28,0.193,0.25,0.13,0.092
493,control 2,2002,2002-08-29,,,,
493,control 2,2002,2002-08-30,0.22,0.284,0.129,0.097
493,control 2,2002,2002-08-31,0.185,0.236,0.122,0.084
493,control 2,2002,2002-09-01,0.23,0.289,0.114,0.087
493,control 2,2002,2002-09-02,0.173,0.22,0.118,0.078
493,control 2,2002,2002-09-03,0.248,0.31,0.112,0.088
493,control 2,2002,2002-09-04,0.176,0.223,0.117,0.078
493,control 2,2002,2002-09-05,0.269,0.333,0.107,0.088
493,control 2,2002,2002-09-06,0.189,0.24,0.119,0.082
493,control 2,2002,2002-09-07,0.202,0.261,0.127,0.092
493,control 2,2002,2002-09-08,0.225,0.29,0.126,0.096
493,control 2,2002,2002-09-09,0.206,0.273,0.142,0.104
493,control 2,2002,2002-09-10,0.246,0.311,0.118,0.093
493,control 2,2002,2002-09-11,0.182,0.23,0.119,0.08
493,control 2,2002,2002-09-12,0.258,0.314,0.098,0.078
493,control 2,2002,2002-09-13,0.194,0.242,0.109,0.076
493,control 2,2002,2002-09-14,,,,
493,control 2,2002,2002-09-15,0.213,0.271,0.121,0.089
493,control 2,2002,2002-09-16,0.188,0.246,0.133,0.093
493,control 2,2002,2002-09-17,0.246,0.301,0.101,0.079
493,control 2,2002,2002-09-18,0.182,0.234,0.124,0.085
493,control 2,2002,2002-09-19,0.258,0.327,0.119,0.096
493,control 2,2002,2002-09-20,0.181,0.228,0.115,0.078
493,control 2,2002,2002-09-21,0.269,0.333,0.106,0.087
493,control 2,2002,2002-09-22,0.204,0.26,0.121,0.087
493,control 2,2002,2002-09-23,0.174,0.225,0.129,0.085
493,control 2,2002,2002-09-24,0.235,0.3,0.123,0.095
493,control 2,2002,2002-09-25,0.19,0.245,0.128,0.09
493,control 2,2002,2002-09-26,0.261,0.333,0.122,0.099
493,control 2,2002,2002-09-27,0.18,0.232,0.124,0.084
493,control 2,2002,2002-09-28,0.266,0.33,0.108,0.088
493,control 2,2002,2002-09-29,0.202,0.25,0.106,0.075
493,control 2,2002,2002-09-30,,,,
493,control 2,2002,2002-10-01,0.236,0.287,0.098,0.075
493,control 2,2002,2002-10-02,0.178,0.226,0.119,0.079
493,control 2,2002,2002-10-03,0.248,0.317,0.123,0.098
493,control 2,2002,2002-10-04,0.178,0.234,0.135,0.091
493,control 2,2002,2002-10-05,0.262,0.339,0.129,0.105
493,control 2,2002,2002-10-06,0.202,0.25,0.106,0.076
493,control 2,2002,2002-10-07,0.276,0.358,0.129,0.108
493,control 2,2002,2002-10-08,0.211,0.271,0.125,0.092
493,control 2,2002,2002-10-09,0.173,0.222,0.125,0.083
493,control 2,2002,2002-10-10,0.247,0.319,0.128,0.102
493,control 2,2002,2002-10-11,0.163,0.209,0.123,0.079
493,control 2,2002,2002-10-12,0.257,0.331,0.125,0.102
493,control 2,2002,2002-10-13,0.192,0.248,0.126,0.088
493,control 2,2002,2002-10-14,0.331,0.36,0.042,0.036
493,control 2,2002,2002-10-15,0.202,0.265,0.133,0.097
493,control 2,2002,2002-10-16,,,,
493,control 2,2002,2002-10-17,0.272,0.305,0.059,0.047
493,control 2,2002,2002-10-18,0.17,0.224,0.136,0.09
493,control 2,2002,2002-10-19,0.251,0.33,0.136,0.11
493,control 2,2002,2002-10-20,0.179,0.237,0.137,0.094
493,control 2,2002,2002-10-21,0.255,0.334,0.133,0.108
493,control 2,2002,2002-10-22,0.184,0.247,0.145,0.1
493,control 2,2002,2002-10-23,0.293,0.341,0.076,0.064
493,control 2,2002,2002-10-24,0.203,0.251,0.104,0.074
493,control 2,2002,2002-10-25,0.157,0.202,0.125,0.079
493,control 2,2002,2002-10-26,0.248,0.328,0.14,0.112
493,control 2,2002,2002-10-27,0.165,0.214,0.131,0.085
493,control 2,2002,2002-10-28,0.264,0.344,0.13,0.107
493,control 2,2002,2002-10-29,0.187,0.251,0.147,0.103
493,control 2,2002,2002-10-30,0.264,0.326,0.105,0.085
493,control 2,2002,2002-10-31,0.206,0.278,0.15,0.111
493,control 2,2002,2002-11-01,,,,
493,control 2,2002,2002-11-02,0.256,0.336,0.136,0.111
493,control 2,2002,2002-11-03,0.168,0.22,0.132,0.087
493,control 2,2002,2002-11-04,0.259,0.342,0.138,0.113
493,control 2,2002,2002-11-05,0.174,0.222,0.122,0.081
493,control 2,2002,2002-11-06,0.269,0.35,0.13,0.108
493,control 2,2002,2002-11-07,0.216,0.276,0.121,0.09
493,control 2,2002,2002-11-08,0.265,0.352,0.14,0.116
493,control 2,2002,2002-11-09,0.241,0.307,0.121,0.095
493,control 2,2002,2002-11-10,0.174,0.232,0.143,0.096
493,control 2,2002,2002-11-11,0.255,0.343,0.147,0.12
493,control 2,2002,2002-11-12,0.171,0.227,0.139,0.093
493,control 2,2002,2002-11-13,0.277,0.356,0.125,0.105
493,control 2,2002,2002-11-14,0.184,0.245,0.142,0.098
493,control 2,2002,2002-11-15,0.26,0.341,0.134,0.11
493,control 2,2002,2002-11-16,0.213,0.293,0.158,0.119
493,control 2,2002,2002-11-17,,,,
493,control 2,2002,2002-11-18,0.274,0.35,0.122,0.101
493,control 2,2002,2002-11-19,0.168,0.212,0.115,0.075
493,control 2,2002,2002-11-20,0.277,0.355,0.123,0.103
493,control 2,2002,2002-11-21,0.429,0.447,0.02,0.019
493,control 2,2002,2002-11-22,0.217,0.237,0.043,0.031
493,control 2,2002,2002-11-23,0.2,0.278,0.163,0.12
493,control 2,2002,2002-11-24,0.277,0.328,0.085,0.07
493,control 2,2002,2002-11-25,0.244,0.313,0.123,0.097
493,control 2,2002,2002-11-26,0.167,0.221,0.139,0.091
493,control 2,2002,2002-11-27,0.307,0.345,0.058,0.05
493,control 2,2002,2002-11-28,0.171,0.219,0.124,0.081
493,control 2,2002,2002-11-29,0.268,0.364,0.153,0.128
493,control 2,2002,2002-11-30,0.175,0.249,0.174,0.12
493,control 2,2002,2002-12-01,0.259,0.33,0.12,0.098
493,control 2,2002,2002-12-02,0.241,0.299,0.108,0.084
493,control 2,2002,2002-12-03,,,,
493,control 2,2002,2002-12-04,0.242,0.333,0.16,0.128
493,control 2,2002,2002-12-05,0.32,0.34,0.03,0.026
493,control 2,2002,2002-12-06,0.292,0.388,0.142,0.122
493,control 2,2002,2002-12-07,0.17,0.239,0.169,0.114
493,control 2,2002,2002-12-08,0.283,0.368,0.13,0.11
493,control 2,2002,2002-12-09,0.181,0.255,0.17,0.119
493,control 2,2002,2002-12-10,0.274,0.39,0.175,0.15
493,control 2,2002,2002-12-11,0.215,0.307,0.175,0.134
493,control 2,2002,2002-12-12,0.16,0.215,0.147,0.094
493,control 2,2002,2002-12-13,0.271,0.377,0.165,0.14
493,control 2,2002,2002-12-14,0.167,0.238,0.175,0.117
493,control 2,2002,2002-12-15,0.301,0.374,0.107,0.092
493,control 2,2002,2002-12-16,0.175,0.239,0.157,0.107
493,control 2,2002,2002-12-17,0.285,0.363,0.121,0.102
493,control 2,2002,2002-12-18,0.186,0.275,0.193,0.139
493,control 2,2002,2002-12-19,,,,
493,control 2,2002,2002-12-20,0.254,0.312,0.103,0.082
493,control 2,2002,2002-12-21,0.161,0.214,0.14,0.09
493,control 2,2002,2002-12-22,0.298,0.41,0.158,0.139
493,control 2,2002,2002-12-23,0.165,0.234,0.173,0.115
493,control 2,2002,2002-12-24,0.294,0.374,0.119,0.102
493,control 2,2002,2002-12-25,0.209,0.269,0.126,0.092
493,control 2,2002,2002-12-26,0.28,0.385,0.158,0.135
493,control 2,2002,2002-12-27,0.212,0.302,0.177,0.134
493,control 2,2002,2002-12-28,0.178,0.245,0.158,0.108
493,control 2,2002,2002-12-29,0.277,0.398,0.18,0.155
493,control 2,2002,2002-12-30,0.183,0.248,0.149,0.104
493,control 2,2002,2002-12-31,0.292,0.397,0.153,0.133
493,control 2,2002,2002-07-04,0.841,0.815,-0.015,-0.018
493,control 2,2002,2002-07-05,0.811,0.779,-0.02,-0.023
493,control 2,2002,2002-07-06,0.793,0.772,-0.014,-0.016
493,control 2,2002,2002-07-07,0.684,0.654,-0.023,-0.025
493,control 2,2002,2002-07-08,0.724,0.702,-0.015,-0.017
493,control 2,2002,2002-07-09,0.607,0.575,-0.027,-0.028
493,control 2,2002,2002-07-10,0.51,0.487,-0.023,-0.023
493,control 2,2002,2002-07-11,,,,
493,control 2,2002,2002-07-12,0.443,0.404,-0.046,-0.044
493,control 2,2002,2002-07-13,0.556,0.537,-0.017,-0.018
493,control 2,2002,2002-07-14,0.486,0.488,0.002,0.002
493,control 2,2002,2002-07-15,0.59,0.571,-0.016,-0.017
493,control 2,2002,2002-07-16,0.499,0.495,-0.004,-0.004
493,control 2,2002,2002-07-17,0.509,0.507,-0.002,-0.002
493,control 2,2002,2002-07-18,0.475,0.48,0.005,0.005
493,control 2,2002,2002-07-19,0.414,0.419,0.006,0.006
493,control 2,2002,2002-07-20,0.678,0.666,-0.009,-0.01
493,control 2,2002,2002-07-21,0.389,0.405,0.02,0.019
493,control 2,2002,2002-07-22,0.657,0.628,-0.023,-0.025
493,control 2,2002,2002-07-23,0.389,0.406,0.021,0.02
493,control 2,2002,2002-07-24,0.424,0.447,0.026,0.025
493,control 2,2002,2002-07-25,0.392,0.388,-0.004,-0.004
493,control 2,2002,2002-07-26,0.29,0.274,-0.028,-0.022
493,control 2,2002,2002-07-27,,,,
493,control 2,2002,2002-07-28,0.255,0.28,0.046,0.036
493,control 2,2002,2002-07-29,0.448,0.492,0.047,0.046
493,control 2,2002,2002-08-08,0.213,0.25,0.08,0.058
493,control 2,2002,2002-08-09,0.277,0.336,0.096,0.08
493,control 2,2002,2002-08-10,0.246,0.295,0.091,0.071
493,control 2,2002,2002-08-11,0.202,0.24,0.085,0.06
493,control 2,2002,2002-08-12,,,,
493,control 2,2002,2002-08-13,0.198,0.249,0.116,0.082
493,control 2,2002,2002-08-14,0.274,0.329,0.092,0.075
493,control 2,2002,2002-08-15,0.181,0.224,0.106,0.071
493,control 2,2002,2002-08-16,0.268,0.327,0.1,0.081
493,control 2,2002,2002-08-17,0.217,0.274,0.116,0.086
493,control 2,2002,2002-08-18,0.202,0.237,0.079,0.055
493,control 2,2002,2002-08-19,0.213,0.267,0.113,0.083
493,control 2,2002,2002-08-20,0.209,0.268,0.124,0.091
493,control 2,2002,2002-08-21,0.283,0.354,0.11,0.093
493,control 2,2002,2002-08-22,0.201,0.266,0.139,0.101
493,control 2,2002,2002-08-23,0.38,0.423,0.054,0.05
493,control 2,2002,2002-08-24,0.188,0.228,0.097,0.066
493,control 2,2002,2002-08-25,0.287,0.305,0.031,0.025
493,control 2,2002,2002-08-26,0.208,0.248,0.089,0.063
493,control 2,2002,2002-08-27,0.238,0.304,0.123,0.096
493,control 2,2002,2002-08-28,,,,
493,control 2,2002,2002-08-29,0.19,0.246,0.127,0.089
493,control 2,2002,2002-08-30,0.272,0.346,0.12,0.099
493,control 2,2002,2002-08-31,0.173,0.216,0.11,0.072
493,control 2,2002,2002-09-01,0.249,0.308,0.105,0.083
493,control 2,2002,2002-09-02,0.183,0.231,0.116,0.079
493,control 2,2002,2002-09-03,0.242,0.307,0.117,0.092
493,control 2,2002,2002-09-04,0.17,0.207,0.098,0.063
493,control 2,2002,2002-09-05,0.158,0.192,0.099,0.061
493,control 2,2002,2002-09-06,0.27,0.336,0.109,0.09
493,control 2,2002,2002-09-07,0.185,0.246,0.142,0.099
493,control 2,2002,2002-09-08,0.269,0.344,0.122,0.101
493,control 2,2002,2002-09-09,0.183,0.24,0.132,0.091
493,control 2,2002,2002-09-10,0.244,0.303,0.108,0.085
493,control 2,2002,2002-09-11,0.185,0.237,0.124,0.085
493,control 2,2002,2002-09-12,,,,
493,control 2,2002,2002-09-14,0.209,0.259,0.106,0.077
493,control 2,2002,2002-09-15,0.803,0.789,-0.009,-0.01
493,control 2,2002,2002-09-16,0.192,0.252,0.135,0.095
493,control 2,2002,2002-09-17,0.299,0.369,0.104,0.09
493,control 2,2002,2002-09-18,0.19,0.246,0.13,0.091
493,control 2,2002,2002-09-19,0.291,0.36,0.105,0.089
493,control 2,2002,2002-09-20,0.167,0.207,0.108,0.069
493,control 2,2002,2002-09-21,0.212,0.27,0.121,0.089
493,control 2,2002,2002-09-22,0.287,0.364,0.117,0.099
493,control 2,2002,2002-09-23,0.194,0.255,0.135,0.096
493,control 2,2002,2002-09-24,0.255,0.308,0.093,0.074
493,control 2,2002,2002-09-25,0.174,0.226,0.13,0.086
493,control 2,2002,2002-09-26,0.269,0.339,0.116,0.096
493,control 2,2002,2002-09-27,0.182,0.235,0.126,0.086
493,control 2,2002,2002-09-28,0.239,0.3,0.112,0.087
493,control 2,2002,2002-09-29,,,,
493,control 2,2002,2002-09-30,0.208,0.254,0.101,0.073
493,control 2,2002,2002-10-01,0.283,0.352,0.108,0.09
493,control 2,2002,2002-10-02,0.176,0.227,0.128,0.085
493,control 2,2002,2002-10-03,0.278,0.356,0.124,0.104
493,control 2,2002,2002-10-04,0.175,0.229,0.133,0.089
493,control 2,2002,2002-10-05,0.263,0.336,0.121,0.099
493,control 2,2002,2002-10-06,0.165,0.209,0.119,0.076
493,control 2,2002,2002-10-07,0.227,0.288,0.119,0.091
493,control 2,2002,2002-10-08,0.287,0.362,0.115,0.098
493,control 2,2002,2002-10-09,0.196,0.256,0.133,0.095
493,control 2,2002,2002-10-10,0.288,0.365,0.117,0.1
493,control 2,2002,2002-10-11,0.197,0.258,0.133,0.095
493,control 2,2002,2002-10-12,0.271,0.345,0.12,0.1
493,control 2,2002,2002-10-13,0.396,0.411,0.018,0.017
493,control 2,2002,2002-10-14,0.285,0.359,0.115,0.097
493,control 2,2002,2002-10-15,,,,
493,control 2,2002,2002-10-16,,,,
493,control 2,2002,2002-10-17,0.627,0.62,-0.006,-0.006
493,control 2,2002,2002-10-18,0.175,0.23,0.136,0.091
493,control 2,2002,2002-10-19,0.304,0.385,0.118,0.103
493,control 2,2002,2002-10-20,0.179,0.235,0.137,0.093
493,control 2,2002,2002-10-21,0.272,0.333,0.101,0.083
493,control 2,2002,2002-10-22,0.171,0.225,0.136,0.09
493,control 2,2002,2002-10-23,0.19,0.209,0.048,0.032
493,control 2,2002,2002-10-24,0.712,0.686,-0.019,-0.021
493,control 2,2002,2002-10-25,0.127,0.167,0.134,0.074
493,control 2,2002,2002-10-26,0.294,0.382,0.129,0.111
493,control 2,2002,2002-10-27,0.18,0.241,0.146,0.1
493,control 2,2002,2002-10-28,0.285,0.373,0.133,0.113
493,control 2,2002,2002-10-29,0.174,0.233,0.145,0.098
493,control 2,2002,2002-10-30,0.254,0.324,0.121,0.097
493,control 2,2002,2002-10-31,,,,
493,control 2,2002,2002-11-01,0.201,0.27,0.146,0.106
493,control 2,2002,2002-11-02,0.297,0.377,0.118,0.102
493,control 2,2002,2002-11-03,0.18,0.245,0.152,0.105
493,control 2,2002,2002-11-04,0.306,0.378,0.104,0.09
493,control 2,2002,2002-11-05,0.181,0.231,0.12,0.081
493,control 2,2002,2002-11-06,0.275,0.367,0.145,0.122
493,control 2,2002,2002-11-07,0.183,0.237,0.128,0.088
493,control 2,2002,2002-11-08,0.249,0.32,0.123,0.098
493,control 2,2002,2002-11-09,0.297,0.377,0.119,0.102
493,control 2,2002,2002-11-10,0.188,0.261,0.162,0.115
493,control 2,2002,2002-11-11,0.292,0.381,0.133,0.114
493,control 2,2002,2002-11-12,0.174,0.239,0.157,0.107
493,control 2,2002,2002-11-13,0.31,0.399,0.125,0.11
493,control 2,2002,2002-11-14,0.268,0.308,0.07,0.056
493,control 2,2002,2002-11-15,,,,
493,control 2,2002,2002-11-16,,,,
493,control 2,2002,2002-11-17,0.225,0.283,0.116,0.087
493,control 2,2002,2002-11-18,0.289,0.357,0.107,0.09
493,control 2,2002,2002-11-19,0.186,0.253,0.153,0.107
493,control 2,2002,2002-11-20,0.297,0.387,0.132,0.114
493,control 2,2002,2002-11-21,0.448,0.459,0.011,0.011
493,control 2,2002,2002-11-22,0.577,0.575,-0.002,-0.002
493,control 2,2002,2002-11-23,0.203,0.251,0.105,0.075
493,control 2,2002,2002-11-24,0.296,0.376,0.119,0.103
493,control 2,2002,2002-11-25,0.311,0.413,0.141,0.125
493,control 2,2002,2002-11-26,0.192,0.267,0.162,0.117
493,control 2,2002,2002-11-27,0.296,0.395,0.144,0.125
493,control 2,2002,2002-11-28,0.183,0.253,0.161,0.112
493,control 2,2002,2002-11-29,0.288,0.389,0.149,0.129
493,control 2,2002,2002-11-30,0.189,0.254,0.146,0.102
493,control 2,2002,2002-12-01,0.284,0.361,0.12,0.101
493,control 2,2002,2002-12-02,,,,
493,control 2,2002,2002-12-03,0.228,0.26,0.065,0.048
493,control 2,2002,2002-12-04,0.39,0.445,0.066,0.062
493,control 2,2002,2002-12-05,0.591,0.59,-0.001,-0.001
493,control 2,2002,2002-12-06,0.287,0.393,0.156,0.135
493,control 2,2002,2002-12-07,0.18,0.253,0.168,0.117
493,control 2,2002,2002-12-08,0.316,0.417,0.137,0.122
493,control 2,2002,2002-12-09,0.207,0.261,0.114,0.083
493,control 2,2002,2002-12-10,0.24,0.323,0.147,0.117
493,control 2,2002,2002-12-11,0.288,0.378,0.134,0.115
493,control 2,2002,2002-12-12,0.198,0.289,0.186,0.138
493,control 2,2002,2002-12-13,0.288,0.391,0.151,0.131
493,control 2,2002,2002-12-14,0.188,0.252,0.147,0.103
493,control 2,2002,2002-12-15,0.307,0.412,0.146,0.129
493,control 2,2002,2002-12-16,0.17,0.238,0.169,0.114
493,control 2,2002,2002-12-17,0.262,0.354,0.149,0.124
493,control 2,2002,2002-12-18,,,,
493,control 2,2002,2002-12-19,0.214,0.302,0.171,0.131
493,control 2,2002,2002-12-20,0.34,0.397,0.077,0.069
493,control 2,2002,2002-12-21,0.232,0.296,0.121,0.093
493,control 2,2002,2002-12-22,0.289,0.376,0.13,0.111
493,control 2,2002,2002-12-23,0.185,0.259,0.166,0.117
493,control 2,2002,2002-12-24,0.303,0.404,0.142,0.124
493,control 2,2002,2002-12-25,0.184,0.254,0.159,0.111
493,control 2,2002,2002-12-26,0.225,0.33,0.189,0.149
493,control 2,2002,2002-12-27,0.284,0.378,0.142,0.122
493,control 2,2002,2002-12-28,0.196,0.289,0.191,0.141
493,control 2,2002,2002-12-29,0.329,0.414,0.114,0.102
493,control 2,2002,2002-12-30,0.196,0.278,0.174,0.127
493,control 2,2002,2002-12-31,0.277,0.374,0.148,0.126
86,sector no restaurado,2002,2002-01-01,,,,
86,sector no restaurado,2002,2002-01-02,0.225,0.288,0.124,0.094
86,sector no restaurado,2002,2002-01-03,0.152,0.195,0.125,0.077
86,sector no restaurado,2002,2002-01-04,0.247,0.306,0.106,0.084
86,sector no restaurado,2002,2002-01-05,0.165,0.195,0.084,0.053
86,sector no restaurado,2002,2002-01-06,0.27,0.345,0.121,0.1
86,sector no restaurado,2002,2002-01-07,0.169,0.227,0.146,0.097
86,sector no restaurado,2002,2002-01-08,0.233,0.298,0.122,0.094
86,sector no restaurado,2002,2002-01-09,0.178,0.248,0.164,0.113
86,sector no restaurado,2002,2002-01-10,0.152,0.195,0.124,0.076
86,sector no restaurado,2002,2002-01-11,0.241,0.322,0.145,0.115
86,sector no restaurado,2002,2002-01-12,0.157,0.208,0.138,0.087
86,sector no restaurado,2002,2002-01-13,0.228,0.301,0.137,0.106
86,sector no restaurado,2002,2002-01-14,0.391,0.405,0.017,0.016
86,sector no restaurado,2002,2002-01-15,0.25,0.323,0.126,0.101
86,sector no restaurado,2002,2002-01-16,0.185,0.223,0.091,0.062
86,sector no restaurado,2002,2002-01-17,,,,
86,sector no restaurado,2002,2002-01-18,0.194,0.259,0.144,0.102
86,sector no restaurado,2002,2002-01-19,0.173,0.227,0.136,0.091
86,sector no restaurado,2002,2002-01-20,0.233,0.31,0.141,0.11
86,sector no restaurado,2002,2002-01-21,0.153,0.201,0.136,0.085
86,sector no restaurado,2002,2002-01-22,0.236,0.3,0.119,0.092
86,sector no restaurado,2002,2002-01-23,0.153,0.213,0.166,0.105
86,sector no restaurado,2002,2002-01-24,0.269,0.34,0.118,0.097
86,sector no restaurado,2002,2002-01-25,0.179,0.229,0.124,0.084
86,sector no restaurado,2002,2002-01-26,0.172,0.221,0.125,0.082
86,sector no restaurado,2002,2002-01-27,0.225,0.284,0.115,0.087
86,sector no restaurado,2002,2002-01-28,0.148,0.192,0.13,0.079
86,sector no restaurado,2002,2002-01-29,0.244,0.307,0.114,0.09
86,sector no restaurado,2002,2002-01-30,0.152,0.207,0.152,0.096
86,sector no restaurado,2002,2002-01-31,0.249,0.309,0.109,0.086
86,sector no restaurado,2002,2002-02-01,,,,
86,sector no restaurado,2002,2002-02-02,,,,
86,sector no restaurado,2002,2002-02-03,0.134,0.205,0.208,0.126
86,sector no restaurado,2002,2002-02-04,0.31,0.327,0.026,0.022
86,sector no restaurado,2002,2002-02-05,0.212,0.332,0.221,0.173
86,sector no restaurado,2002,2002-02-06,,,,
86,sector no restaurado,2002,2002-02-07,0.226,0.281,0.109,0.082
86,sector no restaurado,2002,2002-02-08,0.145,0.199,0.157,0.096
86,sector no restaurado,2002,2002-02-09,0.228,0.297,0.131,0.101
86,sector no restaurado,2002,2002-02-10,0.158,0.219,0.161,0.104
86,sector no restaurado,2002,2002-02-11,0.173,0.219,0.117,0.077
86,sector no restaurado,2002,2002-02-12,0.233,0.281,0.094,0.071
86,sector no restaurado,2002,2002-02-13,0.217,0.247,0.065,0.047
86,sector no restaurado,2002,2002-02-14,0.217,0.286,0.137,0.103
86,sector no restaurado,2002,2002-02-15,0.161,0.209,0.131,0.084
86,sector no restaurado,2002,2002-02-16,0.243,0.325,0.143,0.114
86,sector no restaurado,2002,2002-02-17,0.173,0.228,0.136,0.09
86,sector no restaurado,2002,2002-02-18,,,,
86,sector no restaurado,2002,2002-02-19,0.176,0.233,0.14,0.095
86,sector no restaurado,2002,2002-02-20,0.185,0.237,0.122,0.084
86,sector no restaurado,2002,2002-02-21,0.223,0.304,0.153,0.118
86,sector no restaurado,2002,2002-02-22,0.162,0.219,0.149,0.097
86,sector no restaurado,2002,2002-02-23,,,,
86,sector no restaurado,2002,2002-02-24,0.149,0.201,0.149,0.092
86,sector no restaurado,2002,2002-02-25,0.252,0.324,0.125,0.1
86,sector no restaurado,2002,2002-02-26,,,,
86,sector no restaurado,2002,2002-02-27,0.166,0.215,0.129,0.084
86,sector no restaurado,2002,2002-02-28,0.217,0.266,0.1,0.074
86,sector no restaurado,2002,2002-03-01,0.549,0.563,0.013,0.014
86,sector no restaurado,2002,2002-03-02,0.163,0.229,0.168,0.111
86,sector no restaurado,2002,2002-03-03,0.055,0.073,0.144,0.044
86,sector no restaurado,2002,2002-03-04,0.204,0.269,0.138,0.1
86,sector no restaurado,2002,2002-03-05,,,,
86,sector no restaurado,2002,2002-03-06,,,,
86,sector no restaurado,2002,2002-03-07,0.143,0.208,0.183,0.113
86,sector no restaurado,2002,2002-03-08,0.163,0.212,0.13,0.083
86,sector no restaurado,2002,2002-03-09,0.193,0.257,0.142,0.101
86,sector no restaurado,2002,2002-03-10,0.233,0.258,0.052,0.039
86,sector no restaurado,2002,2002-03-11,0.252,0.308,0.1,0.079
86,sector no restaurado,2002,2002-03-12,0.11,0.159,0.181,0.095
86,sector no restaurado,2002,2002-03-13,0.25,0.327,0.133,0.107
86,sector no restaurado,2002,2002-03-14,0.173,0.218,0.115,0.076
86,sector no restaurado,2002,2002-03-15,0.163,0.209,0.126,0.081
86,sector no restaurado,2002,2002-03-16,0.169,0.232,0.156,0.104
86,sector no restaurado,2002,2002-03-17,0.17,0.226,0.14,0.093
86,sector no restaurado,2002,2002-03-18,0.197,0.271,0.157,0.114
86,sector no restaurado,2002,2002-03-19,,,,
86,sector no restaurado,2002,2002-03-28,,,,
86,sector no restaurado,2002,2002-03-29,0.232,0.318,0.155,0.122
86,sector no restaurado,2002,2002-03-30,0.162,0.236,0.187,0.125
86,sector no restaurado,2002,2002-03-31,0.169,0.227,0.145,0.096
86,sector no restaurado,2002,2002-04-01,0.185,0.25,0.15,0.105
86,sector no restaurado,2002,2002-04-02,0.165,0.223,0.15,0.098
86,sector no restaurado,2002,2002-04-03,0.197,0.276,0.167,0.122
86,sector no restaurado,2002,2002-04-04,0.15,0.205,0.155,0.096
86,sector no restaurado,2002,2002-04-05,0.222,0.302,0.152,0.117
86,sector no restaurado,2002,2002-04-06,0.155,0.212,0.154,0.098
86,sector no restaurado,2002,2002-04-07,,,,
86,sector no restaurado,2002,2002-04-08,0.172,0.234,0.153,0.102
86,sector no restaurado,2002,2002-04-09,0.16,0.216,0.15,0.097
86,sector no restaurado,2002,2002-04-10,0.184,0.264,0.178,0.126
86,sector no restaurado,2002,2002-04-11,0.154,0.216,0.167,0.106
86,sector no restaurado,2002,2002-04-12,0.203,0.272,0.145,0.106
86,sector no restaurado,2002,2002-04-13,0.146,0.214,0.188,0.118
86,sector no restaurado,2002,2002-04-14,,,,
86,sector no restaurado,2002,2002-04-16,0.175,0.235,0.147,0.099
86,sector no restaurado,2002,2002-04-17,0.18,0.246,0.156,0.108
86,sector no restaurado,2002,2002-04-18,0.16,0.203,0.12,0.076
86,sector no restaurado,2002,2002-04-19,0.198,0.278,0.169,0.123
86,sector no restaurado,2002,2002-04-20,0.152,0.21,0.159,0.1
86,sector no restaurado,2002,2002-04-21,0.204,0.279,0.154,0.114
86,sector no restaurado,2002,2002-04-22,0.263,0.304,0.071,0.057
86,sector no restaurado,2002,2002-04-23,,,,
